Cuvant: ~If~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~469~
Cuvant: ~Batista~; Parte expl.: ~substantiv~; Nr. intrari: ~7~
Cuvant: ~Col.~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~Mariano~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~preposterous~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~interrogator~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~refugees~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~anti-Castro~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~associates~; Parte expl.: ~substantiv~; Nr. intrari: ~8~
Cuvant: ~Dictator~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Using~; Parte expl.: ~verb~; Nr. intrari: ~10~
Cuvant: ~screen~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~total~; Parte expl.: ~adjectiv~; Nr. intrari: ~41~
Cuvant: ~misunderstanding~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~Moreover~; Parte expl.: ~adverb~; Nr. intrari: ~34~
Cuvant: ~Faget's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~outdated~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~screening~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Colonel~; Parte expl.: ~substantiv~; Nr. intrari: ~16~
Cuvant: ~seized~; Parte expl.: ~verb~; Nr. intrari: ~10~
Cuvant: ~anti-Communist~; Parte expl.: ~adjectiv~; Nr. intrari: ~6~
Cuvant: ~disturb~; Parte expl.: ~verb~; Nr. intrari: ~7~
Cuvant: ~Responsibility~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~rests~; Parte expl.: ~verb~; Nr. intrari: ~7~
Cuvant: ~Swing~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~abuse~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~prerogatives~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~expired~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~timely~; Parte expl.: ~adjectiv~; Nr. intrari: ~5~
Cuvant: ~Congressman~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~diligently~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~searching~; Parte expl.: ~verb~; Nr. intrari: ~11~
Cuvant: ~all-powerful~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~immigration~; Parte expl.: ~substantiv~; Nr. intrari: ~7~
Cuvant: ~hang~; Parte expl.: ~verb~; Nr. intrari: ~13~
Cuvant: ~salvage~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~repeat~; Parte expl.: ~verb~; Nr. intrari: ~11~
Cuvant: ~politician~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~aloof~; Parte expl.: ~adverb~; Nr. intrari: ~2~
Cuvant: ~strife~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~partisan~; Parte expl.: ~adjectiv~; Nr. intrari: ~7~
Cuvant: ~engage~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~sniping~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~postcard~; Parte expl.: ~substantiv~; Nr. intrari: ~7~
Cuvant: ~Nigeria~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~attack~; Parte expl.: ~verb~; Nr. intrari: ~14~
Cuvant: ~juvenile~; Parte expl.: ~adjectiv~; Nr. intrari: ~5~
Cuvant: ~moon~; Parte expl.: ~substantiv~; Nr. intrari: ~18~
Cuvant: ~ridicule~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Nowhere~; Parte expl.: ~adverb~; Nr. intrari: ~5~
Cuvant: ~ungracious~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~lent~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~Fellowships~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~dedicated~; Parte expl.: ~verb~; Nr. intrari: ~14~
Cuvant: ~blithely~; Parte expl.: ~adverb~; Nr. intrari: ~2~
Cuvant: ~dollarette~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Finally~; Parte expl.: ~adverb~; Nr. intrari: ~31~
Cuvant: ~defended~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~weapons~; Parte expl.: ~substantiv~; Nr. intrari: ~32~
Cuvant: ~compounded~; Parte expl.: ~verb~; Nr. intrari: ~9~
Cuvant: ~Ex-Presidents~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~relieved~; Parte expl.: ~verb~; Nr. intrari: ~14~
Cuvant: ~accountability~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~Truman's~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~off-the-cuff~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~discourses~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~vein~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~Nobody~; Parte expl.: ~pronume~; Nr. intrari: ~17~
Cuvant: ~Chief~; Parte expl.: ~adjectiv~; Nr. intrari: ~6~
Cuvant: ~Presidency~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~Eisenhower's~; Parte expl.: ~substantiv~; Nr. intrari: ~7~
Cuvant: ~statesmanship~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Queen~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~seas~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~luxury~; Parte expl.: ~substantiv~; Nr. intrari: ~13~
Cuvant: ~impeccable~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~Reports~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~venerable~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~nostalgic~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~Cunard~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~influenced~; Parte expl.: ~verb~; Nr. intrari: ~9~
Cuvant: ~unpleasant~; Parte expl.: ~adjectiv~; Nr. intrari: ~9~
Cuvant: ~queen~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~prosaic~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Q3~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~replace~; Parte expl.: ~verb~; Nr. intrari: ~14~
Cuvant: ~shipbuilding~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~totaling~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~$50,400,000~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~$84,000,000~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~75,000-ton~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~trans-Atlantic~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~crossing~; Parte expl.: ~verb~; Nr. intrari: ~8~
Cuvant: ~Economy~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~fares~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~flights~; Parte expl.: ~substantiv~; Nr. intrari: ~7~
Cuvant: ~attracted~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~airlines~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Competition~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~steamship~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Cunard's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~one-fourth~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~consideration~; Parte expl.: ~substantiv~; Nr. intrari: ~26~
Cuvant: ~replacing~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~75,000~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~cheaper~; Parte expl.: ~adjectiv~; Nr. intrari: ~8~
Cuvant: ~cruises~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~lean~; Parte expl.: ~adjectiv~; Nr. intrari: ~6~
Cuvant: ~winter~; Parte expl.: ~substantiv~; Nr. intrari: ~39~
Cuvant: ~Eagle~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Airways~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~dominance~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~travel~; Parte expl.: ~substantiv~; Nr. intrari: ~23~
Cuvant: ~Maxwell~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~Taylor's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Saigon~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~guerrilla~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~bolster~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Vietnamese~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~judging~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~Far~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~East~; Parte expl.: ~adverb~; Nr. intrari: ~25~
Cuvant: ~urge~; Parte expl.: ~verb~; Nr. intrari: ~8~
Cuvant: ~efficient~; Parte expl.: ~adjectiv~; Nr. intrari: ~24~
Cuvant: ~mobilization~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~inspection~; Parte expl.: ~substantiv~; Nr. intrari: ~12~
Cuvant: ~guerrillas~; Parte expl.: ~substantiv~; Nr. intrari: ~14~
Cuvant: ~flood~; Parte expl.: ~substantiv~; Nr. intrari: ~10~
Cuvant: ~Mekong~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~interposed~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Nam's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~rice~; Parte expl.: ~substantiv~; Nr. intrari: ~14~
Cuvant: ~destroyed~; Parte expl.: ~verb~; Nr. intrari: ~16~
Cuvant: ~Cong~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~stored~; Parte expl.: ~verb~; Nr. intrari: ~18~
Cuvant: ~seize~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~harvest~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~floods~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~recede~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~monsoon~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~sending~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~instructional~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~missions~; Parte expl.: ~substantiv~; Nr. intrari: ~8~
Cuvant: ~Indochina~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Ridgway~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~minimum~; Parte expl.: ~substantiv~; Nr. intrari: ~19~
Cuvant: ~divisions~; Parte expl.: ~substantiv~; Nr. intrari: ~8~
Cuvant: ~Ngo~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Dinh~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Diem~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~forthcoming~; Parte expl.: ~adjectiv~; Nr. intrari: ~7~
Cuvant: ~$1,450,000,000~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~stepped~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~Lyndon~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~Johnson's~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~level-headed~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~succumb~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~probable~; Parte expl.: ~adjectiv~; Nr. intrari: ~14~
Cuvant: ~Asian~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~morass~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Dalton~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~controversies~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~axes~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~grind~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~tired~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~trembling~; Parte expl.: ~verb~; Nr. intrari: ~21~
Cuvant: ~cannery~; Parte expl.: ~substantiv~; Nr. intrari: ~14~
Cuvant: ~calf~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~beef-fat~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~work-weary~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~seeds~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~sprout~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~bud~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~blossom~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~dress~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~vegetables~; Parte expl.: ~substantiv~; Nr. intrari: ~8~
Cuvant: ~garden~; Parte expl.: ~substantiv~; Nr. intrari: ~31~
Cuvant: ~broth~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~hash~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~cans~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~rivers~; Parte expl.: ~substantiv~; Nr. intrari: ~12~
Cuvant: ~shines~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~warmly~; Parte expl.: ~adverb~; Nr. intrari: ~5~
Cuvant: ~Decatur~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~DeKalb~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~metropolitian~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~grey~; Parte expl.: ~adjectiv~; Nr. intrari: ~5~
Cuvant: ~possum~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~canning~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~3's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~requisitioned~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~22,000~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~2's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Threat~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~three-man~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~Emmerich~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Reason~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~$3,000~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~Lewellyn~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Lundeen~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~booster~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~rationing~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~produce~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~meat~; Parte expl.: ~substantiv~; Nr. intrari: ~22~
Cuvant: ~plant~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~dairy~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~finishes~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~echoed~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~beans~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~tomatoes~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~middle~; Parte expl.: ~substantiv~; Nr. intrari: ~25~
Cuvant: ~employe~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~forgiveness~; Parte expl.: ~substantiv~; Nr. intrari: ~12~
Cuvant: ~thoughtlessly~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~deliberately~; Parte expl.: ~adverb~; Nr. intrari: ~11~
Cuvant: ~pain~; Parte expl.: ~substantiv~; Nr. intrari: ~56~
Cuvant: ~hardship~; Parte expl.: ~substantiv~; Nr. intrari: ~7~
Cuvant: ~poise~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~peace~; Parte expl.: ~substantiv~; Nr. intrari: ~93~
Cuvant: ~grudge~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~resentment~; Parte expl.: ~substantiv~; Nr. intrari: ~15~
Cuvant: ~neighbor~; Parte expl.: ~substantiv~; Nr. intrari: ~7~
Cuvant: ~pastor~; Parte expl.: ~substantiv~; Nr. intrari: ~14~
Cuvant: ~altar~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~God~; Parte expl.: ~substantiv~; Nr. intrari: ~212~
Cuvant: ~settle~; Parte expl.: ~verb~; Nr. intrari: ~13~
Cuvant: ~weight~; Parte expl.: ~substantiv~; Nr. intrari: ~52~
Cuvant: ~forgiven~; Parte expl.: ~verb~; Nr. intrari: ~6~
Cuvant: ~Forgiveness~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Kingdom~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~banner~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~harbor~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~envy~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~jealousy~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~grudges~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~Dyke~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Forgive~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~forgive~; Parte expl.: ~verb~; Nr. intrari: ~15~
Cuvant: ~Jesus~; Parte expl.: ~substantiv~; Nr. intrari: ~52~
Cuvant: ~secure~; Parte expl.: ~verb~; Nr. intrari: ~8~
Cuvant: ~God's~; Parte expl.: ~substantiv~; Nr. intrari: ~33~
Cuvant: ~trespasses~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~heavenly~; Parte expl.: ~adjectiv~; Nr. intrari: ~5~
Cuvant: ~Father~; Parte expl.: ~substantiv~; Nr. intrari: ~15~
Cuvant: ~Matthew~; Parte expl.: ~substantiv~; Nr. intrari: ~2~
Cuvant: ~:~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~14-15~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~unlimited~; Parte expl.: ~adjectiv~; Nr. intrari: ~6~
Cuvant: ~prayer~; Parte expl.: ~substantiv~; Nr. intrari: ~20~
Cuvant: ~disciples~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~debts~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~meets~; Parte expl.: ~verb~; Nr. intrari: ~7~
Cuvant: ~implies~; Parte expl.: ~verb~; Nr. intrari: ~6~
Cuvant: ~sins~; Parte expl.: ~substantiv~; Nr. intrari: ~15~
Cuvant: ~love~; Parte expl.: ~substantiv~; Nr. intrari: ~71~
Cuvant: ~direct~; Parte expl.: ~verb~; Nr. intrari: ~7~
Cuvant: ~sin~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~oft~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~Till~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~1~
Cuvant: ~saith~; Parte expl.: ~verb~; Nr. intrari: ~3~
Cuvant: ~times~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~3~
Cuvant: ~21-22~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~cross~; Parte expl.: ~substantiv~; Nr. intrari: ~12~
Cuvant: ~prayed~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~Luke~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~23:34~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~She's~; Parte expl.: ~pronume~; Nr. intrari: ~7~
Cuvant: ~teen-ager~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~sobering~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~meaningful~; Parte expl.: ~adjectiv~; Nr. intrari: ~15~
Cuvant: ~shrill~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~girlish~; Parte expl.: ~adjectiv~; Nr. intrari: ~5~
Cuvant: ~commotion~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~equivalent~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~Garcia~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~squeals~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~subsided~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~indispensable~; Parte expl.: ~adjectiv~; Nr. intrari: ~9~
Cuvant: ~female~; Parte expl.: ~substantiv~; Nr. intrari: ~20~
Cuvant: ~sprawled~; Parte expl.: ~verb~; Nr. intrari: ~8~
Cuvant: ~bed~; Parte expl.: ~substantiv~; Nr. intrari: ~76~
Cuvant: ~drinking~; Parte expl.: ~verb~; Nr. intrari: ~29~
Cuvant: ~Cokes~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~giggling~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~minute~; Parte expl.: ~substantiv~; Nr. intrari: ~30~
Cuvant: ~toughest~; Parte expl.: ~adjectiv~; Nr. intrari: ~2~
Cuvant: ~Aren't~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~searchingly~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~beg~; Parte expl.: ~verb~; Nr. intrari: ~9~
Cuvant: ~marriage~; Parte expl.: ~substantiv~; Nr. intrari: ~43~
Cuvant: ~pre-nuptial~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~jitters~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~frighten~; Parte expl.: ~verb~; Nr. intrari: ~11~
Cuvant: ~honesty~; Parte expl.: ~substantiv~; Nr. intrari: ~9~
Cuvant: ~recipe~; Parte expl.: ~substantiv~; Nr. intrari: ~7~
Cuvant: ~certainty~; Parte expl.: ~substantiv~; Nr. intrari: ~8~
Cuvant: ~fevered~; Parte expl.: ~adjectiv~; Nr. intrari: ~1~
Cuvant: ~intoxicating~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~breathless~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~signposts~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~lasting~; Parte expl.: ~verb~; Nr. intrari: ~6~
Cuvant: ~satisfying~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~obscured~; Parte expl.: ~verb~; Nr. intrari: ~4~
Cuvant: ~Does~; Parte expl.: ~verb~; Nr. intrari: ~29~
Cuvant: ~bore~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~Bore~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~Oh~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~83~
Cuvant: ~no-o~; Parte expl.: ~adverb~; Nr. intrari: ~1~
Cuvant: ~Why~; Parte expl.: ~interjectie/prepozitie/conjunctie~; Nr. intrari: ~1~
Cuvant: ~darling~; Parte expl.: ~adjectiv~; Nr. intrari: ~4~
Cuvant: ~ruthlessly~; Parte expl.: ~adverb~; Nr. intrari: ~2~
Cuvant: ~wonders~; Parte expl.: ~substantiv~; Nr. intrari: ~5~
Cuvant: ~Can~; Parte expl.: ~verb~; Nr. intrari: ~21~
Cuvant: ~visualize~; Parte expl.: ~verb~; Nr. intrari: ~2~
Cuvant: ~stranded~; Parte expl.: ~verb~; Nr. intrari: ~5~
Cuvant: ~desert~; Parte expl.: ~substantiv~; Nr. intrari: ~10~
Cuvant: ~honey~; Parte expl.: ~substantiv~; Nr. intrari: ~10~
Cuvant: ~silently~; Parte expl.: ~adverb~; Nr. intrari: ~13~
Cuvant: ~plenty~; Parte expl.: ~substantiv~; Nr. intrari: ~33~
Cuvant: ~islands~; Parte expl.: ~substantiv~; Nr. intrari: ~6~
Cuvant: ~periods~; Parte expl.: ~substantiv~; Nr. intrari: ~23~
Cuvant: ~heaven~; Parte expl.: ~substantiv~; Nr. intrari: ~16~
Cuvant: ~reassure~; Parte expl.: ~verb~; Nr. intrari: ~1~
Cuvant: ~endlessly~; Parte expl.: ~adverb~; Nr. intrari: ~5~
Cuvant: ~enchanting~; Parte expl.: ~adjectiv~; Nr. intrari: ~8~
Cuvant: ~Be~; Parte expl.: ~verb~; Nr. intrari: ~23~
Cuvant: ~mother-in-law~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Jokes~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~cartoons~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~cynics~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~contrary~; Parte expl.: ~adjectiv~; Nr. intrari: ~20~
Cuvant: ~mothers-in-law~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~Sneed~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~deeply~; Parte expl.: ~adjectiv~; Nr. intrari: ~3~
Cuvant: ~rector~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~Luke's~; Parte expl.: ~substantiv~; Nr. intrari: ~1~
Cuvant: ~clergy~; Parte expl.: ~substantiv~; Nr. intrari: ~4~
Cuvant: ~pulpit~; Parte expl.: ~substantiv~; Nr. intrari: ~3~
Cuvant: ~lonely~; Parte expl.: ~adjectiv~; Nr. intrari: ~19~
Cuvant: ~Who~; Parte expl.: ~pronume~; Nr. intrari: ~46~
Cuvant: ~stops~; Parte expl.: ~verb~; Nr. intrari: ~1~
